label,reviews,,
2,어떻게 말씀 드리겠어! 아직 말씀 못 드렸어.,,
2,"아니, 별로 그런 건 아닌 거 같은데. 내가 너무 오만했던 거 같애. 이 여자는 내 여자니깐. 날 떠나지 않을거라고 생각했거든. 항상 날 챙겨주고 아껴줬으니까.",,
2,버려지는 강아지 수에 비해서 유기견 보호시설은 턱없이 부족하대. 그리고 유기견 보호시설 환경은 너무나 열악하대.,,
2,아니. 딱히 털어놓을 사람도 없어. 그래서 더 힘든가?,,
2,맞아요. 그리고 요즘 재택근무라 더 뭔가 맘이 무거워요.,,
2,응. 상사한테 혼났어. 일을 잘 못한다구.,,
2,또 암이 재발했다고 들은 아들이 집에 와서 하염없이 눈물만 흘리고 있어. 마음이 많이 아파. 유전은 아니지만 괜히 나 때문인 것 같아 미안하고 비참할 뿐이야.,,
2,다른 여자가 있었나봐. 그동안 날 속였던 거 같아.,,
2,어제 싸우고 어제 헤어진 거라서 지금 헤어진지 이틀 됐어.,,
2,직장 생활 하면서 노후 준비를 천천히 하고 있었는데 신랑이 실직하면서 노후 준비가 마비가 됐어. 기한이 있으면 기다리겠는데 생활이 마비되니까 걱정이 매우 돼.,,
2,나 너무 우울해.,,
2,매일 집에 와서도 일하고 야근도 밥 먹듯이 했는데 승진에서 또 떨어져서 우울해. 여자라서 승진이 안 되는 걸까? 나보다 젊은 남자 직원들은 벌써 승진했어.,,
2,가족들도 다 포기했어.,,
2,친구한테 연락이 왔어. 그래서 같이 시작하게 된거야.,,
2,몸도 불편하신 내 연배의 할머니가 폐지를 줍고 있네. 그 모습을 보니 마음이 너무 안 좋다. 몸도 힘든데 폐지를 주우려면 만만치 않을 거야. 돈도 많이 못 벌고.,,
2,응. 엄청 많이 혼 났어.,,
2,청소를 안 하고 방을 너무 더럽게 써. 정말 너무 힘들어.,,
2,요즘 코로나 때문에 친구랑 만날 수 없어서 속상해. 맞아. 맨날 출근하고 퇴근하는 것만 반복하니까 인간관계가 마비된 기분이야.,,
2,건강이 나빠져서 기분이 우울해. 내일 병원 가서 상담받을 거야.,,
2,응. 친구 한 명이랑 같이 뛰어서 기록 갱신을 더 잘한 것 같아.,,
2,휴가 첫날부터 비가 오기 시작하고 있어.,,
2,"아, 지금 진지하게 생각 중이야.",,
2,부부동반 모임에 갔는데 사람들의 대화에 끼어들 수가 없었어. 그래서 심란하네. 일을 안 해서 세상 돌아가는 걸 몰라서 그런가 봐. 그래서 듣고만 있었지.,,
2,해피랑 함께 쉬려고.,,
2,너무 자주 싸우게 돼.,,
2,수년간 모은 돈을 빌려줬는데 그 친구가 사기꾼이라는 얘기를 듣고 온몸이 정지되는 느낌이었어. 하고 싶은 것 다 참아가면서 모은 돈인데. 아직도 믿기지 않아.,,
2,면접을 다섯 번이나 봤는데 다 떨어지고 나니까 너무 속상하고 실망스러워서 밥맛도 없어.,,
2,얼마 전 아내와 싸움을 해서 마음이 우울하네. 애들 문제로 서로 의견이 달라서 얘기하다가 언성이 높아져.,,
2,오늘 기획안 다시 제출해야해서 야근해야돼.,,
2,"인터넷에 공고 났는데, 합격자 명단에 내 이름이 없어.",,
2,아직도 진정이 안돼.,,
2,건강하지만 돈이 없으면 실패한 노년 아닌가? 건강해도 할 수 있는 게 없을 테니.,,
2,뇌졸중으로 내 몸을 내가 마음대로 움직일 수 없다는 사실이 너무 슬퍼. 이런 내 상황이 너무 힘들고 어떻게 하면 부정적인 생각을 떨칠 수 있을지 고민이야.,,
2,내가 제출한 기획안 다시 작업하래.,,
2,단톡방에서 아는 사람이 주식을 추천해줘서 시작하게 됐어.,,
2,해피가 어제 세상을 떠났어.,,
2,요즘 들어 다른 직업을 선택할 걸 하는 후회가 들어. 처음 직업을 선택할 때 남들이 좋다는 걸 그냥 따라왔거든. 내가 좋아하는 걸 선택했어야 하는데.,,
2,요즘 갱년기증상에 몸도 마음도 지치고 아내와 자녀와의 관계도 점점 소원해져서 우울해. 자녀들은 물어보는 말에 잘 대답도 안하고 부부간에 대화가 없어진지도 오래야.,,
2,휴가 기간 내내 비가 온다니까 어쩔 수 없이 집에서 할 수 있는 걸 찾아봐야 할 거 같아. 그런데 너무 속상해.,,
2,나 때문에 부모님이 많이 이사를 다니셨어. 죄송스러워서 너무 슬퍼. 맞아. 하지만 나 때문이라는 생각 때문에 더욱 힘들어.,,
2,"값비싼 시계를 취미로 모으는 친구가 있는데, 그 친구를 보면 내 신세가 서글퍼지더라. 재력이 부족한 나 자신과 자꾸 비교돼.",,
2,시력이 점차 감퇴해 볼 수 없을 거라는 진단을 받아서 너무 슬퍼. 앞으로 내가 사랑하는 사람들을 보지 못할까 봐 너무 두려워.,,
2,결혼 삼 년 차인데 아내가 매일같이 잔소리만 해. 내가 아내랑 사는 것인지 엄마랑 사는 것인지 모르겠어. 내 물건 작은 것 하나만 사도 난리도 아니야. 우리가 내 집 마련을 위해 대출받은 것이 있거든. 그래서 절약해야 하는 점이 있긴 해. 아내도 절약하니까 미래를 위해 나도 좀 노력을 해야겠다.,,
2,에 비하해서 죄송합니다.,,
2,나 지방으로 발령이 났어. 갑자기 생긴 일이라 당황스러워. 가족들과도 떨어져 살아야 할 것 같아.,,
2,친구들에게 너무 실망스러워. 친구들이랑 여행지를 고르는데 내 의견은 모두 무시당했어.,,
2,"밤에 응급실에 갔는데, 결국엔 해피가 세상을 떠났어.",,
2,마라톤 대회에 출전했는데 순위에 들지 못했어. 아쉬워서 눈물이 나. 열심히 준비는 했지만 내가 실력이 부족했다는 거겠지. 그래도 약간 슬프긴 하네.,,
2,나 면접 또 떨어졌어.,,
2,이 회사에서 입사를 한 뒤 그 전에 보았던 기대감이 사라졌어. 아주 치가 떨리네. 내가 생각했던 것과는 달리 회사가 체계도 없고 온갖 비리가 많은 걸 알게 되었어.,,
2,이번에 환갑이라고 며느리가 손주들이랑 온다고 해서 잔뜩 기대했는데 일이 생겨서 못 온대. 오랜만에 보는 거였거든. 너무 보고 싶어서 가까운 날짜로 다시 잡아보려고.,,
2,오늘 장례식장에 가야해. 응 친구가 죽어서 가 봐야해. 건강했었는데 갑자기 이런 소식을 들으니 너무 슬프고 눈물이 나네.,,
2,학교를 다니는 동안 따돌림이 나아지지 않을 거야. 그래서 슬퍼. 학교를 다니고 싶지 않아.,,
2,하는 프로젝트도 엉망이고 하는 일마다 너무 안 되네.,,
2,부모님이 실망하실까봐 말씀 못드렸어.,,
2,눈물이 나. 제일 친한 친구가 멀리 떠났어.,,
2,무섭기도 하고. 나갈 수 없으니까.,,
2,그러게. 무기력증인가. 요즘 체력이 많이 달리긴 했어.,,
2,중학교 때 공부 좀 해놓을걸. 고등학교에 와서 처음 보는 시험에서 형편없는 점수를 받았어. 고등학교 공부가 너무 따라가기 어려워.,,
2,나 결국 헤어졌어.,,
2,이만큼이나 일했는데도 아직 한참 남았네. 얼른 퇴근하고 싶어.,,
2,나 이벤트 당첨 됐어.,,
2,아직 안 먹었어. 밥 생각도 없고. 먹고 싶지 않아.,,
2,친구가 건강 때문에 낙심하고 있어. 건강검진을 했는데 간이 무척 안 좋다고 하네.,,
2,사람은 햇볕을 받으면서 활동을 해야되는데 그러지 못하니까 환장하겠어.,,
2,나는 잘하는 게 너무 없어.,,
2,하루에도 수백 건씩 사건 사고가 터지는데 이런 세상에 내 아이를 꼭 낳을 필요가 있을까? 점점 범죄들이 심해지고 있어. 좋아지질 않아.,,
2,어떻게하면 엘리베이터 밖으로 빠져나올 수 있을까. 빨리 빠져나오고 싶어.,,
2,그렇지 않아도 생각안해본건 아니야.근데 너무 아깝잖아 여기까지 다닌 게.,,
2,학교에서 사고를 쳐서 집에 들어가기가 무서워. 집에 들어가면 또 나가라 하시겠지? 집에 들어가지 말까 고민 중이야.,,
2,"한 두 달 됐어. 말하기 뭐해서. 계속 미루고 있었지, 뭐.",,
2,다들 바쁘다고 해. 내 얘기는 들어주지도 않아.,,
2,그냥 맨날 집에만 있으니까 우울해.,,
2,우리 아빠가 어제 또 다쳤어.,,
2,일도 잘 안 되고 재미도 없고 의욕이 없어.,,
2,나 면접 또 떨어졌어.,,
2,코로나 때문에 회사가 재택근무 한대.,,
2,우리 아빠가 어제 또 다쳤어.,,
2,전산이 마비돼서 엉망이었어. 은행 전산이 마비더라고.,,
2,나 진짜 어떻게 살지. 완전 망했어!,,
2,아니. 조금 예전부터 시름시름 아프더니 결국 세상을 떠나버렸네.,,
2,취업 준비를 그렇게나 했는데 면접에서 탈락하니 눈물이 나. 나 혼자 여행을 다니면서 마음을 추스르려고 해.,,
2,지인이 추천해줬는데 괜히 한 거 같애.,,
2,청소 당번 정해서 처음에는 잘 했거든. 어느 순간부터는 청소를 대충 하더라? 그러더니 결국에는 안하기 시작해. 한 달 전에 주의줘서 고치기 시작했는데 또 시작이야. 또 그래.,,
2,은퇴 후 사람들과의 교류가 줄어들어서 슬퍼. 평생 일만 했던 나 자신이 안쓰럽기도 하고 우울해.,,
2,이제 곧 두 달이 다 돼 가. 정말 잊혀지지가 않아.,,
2,아무리 노력해도 성적이 잘 안 나와서 우울해. 응 공부를 잘하는 친구들이 도와줬는데 성적이 여전히 제자리였어. 답답하고 속상해.,,
2,기획안을 내일 아침까지 제출해야 돼서 쉴 시간이 없어.,,
2,새로운 프로젝트가 있다고 해서 지원했는데 다른 부서 뒤치다꺼리나 하고. 슬프네. 이러려고 내가 지원한 건 아니란 말이지. 못하겠다고 할까 고민 중이야.,,
2,나는 잘 하는게 없나봐.,,
2,난 돈이 없지만 골프는 하고 싶어. 그래서 대출을 받아버렸어. 막상 대출을 받고 나니 너무 걱정이 돼. 앞으로 어떻게 갚아야 할지 너무 막막해.,,
2,결혼 전 부모님이 아내를 보시고 결혼하지 말라고 하셨는데 그 말을 안들은 게 후회돼. 부모님께서 아내의 태도를 보고 예의가 많이 부족하다고 하셨거든. 그 모습이 자꾸 보이니 힘드네.,,
2,나 잘하는 게 없는 것 같아.,,
2,응. 밤새 작성해서 보고서를 냈는데 혼나기만 하고 다시 해오래.,,
2,어떻게 자식이라는 녀석들이 내가 두 눈 벌겋게 뜨고 있는데 유산 분배 얘기를 나눌 수 있지? 윤리관이 어떻게 된 건지 의심이 가고 도대체 어떻게 하면 좋을지 모르겠어. 그냥 슬퍼.,,
2,"나 이번에 면접 봤던 회사, 또 떨어졌어. 올해 마지막이라고 생각하고 봤는데. 또 떨어지다니 너무 한심하다.",,
2,얼마 안됐어. 더 힘들어지겠지?,,
2,병상에 있는 남편을 돌보느라 일도 그만두고 간호를 하게 되니 너무 슬퍼. 오랫동안 치료를 받아야 한다는 사실에 가슴이 너무 아파.,,
2,나 면접 또 떨어졌어.,,
2,야 할 것 같아. 너무 곰팡이가 심해. 이사 가고 싶어.,,
2,나 매일매일 우울한 기분이 들어.,,
2,그래도 고마워. 덕분에 좀 치울 맛 난다.,,
2,아이를 출산한 후 엄마를 보자마자 눈물이 났어. 응. 엄마한테 고맙고 미안해서 슬픈 감정이 들어서 울어버렸나 봐.,,
2,가끔 궁금할 때가 있는데 개인의 성품은 언제 어떻게 형성되는 것일까? 학창 시절부터 염세적인 친구가 있는데 지금도 소식 전하며 살고 있어.,,
2,입맛도 없어. 배도 안 고프구.,,
2,정말 좋은 곳에서 행복했으면 좋겠다. 위로해줘서 고마워.,,
2,갑자기 아프더라고. 그래서 병원에 갔다왔는데 괜찮은 것 같앴는데.,,
2,좋아하는 여자에게 고백했는데 또 거절당했어. 이번엔 정말 잘해 보고 싶었는데 매번 고백해도 차이기만 하고 너무 슬프네. 기분이 별로일 때는 땀 흘리고 운동하는 것만 한 게 없어. 오랜만에 헬스장에 가서 몸도 풀고 기분 전환도 해야겠어.,,
2,엄마가 이번 시험 내 성적을 보고 내가 딸인 게 부끄럽대. 그런 말을 들으니 속상해. 나도 열심히 노력하고 있는데 그런 말을 들으니까 자존감이 너무 낮아지고 눈물이 나와.,,
2,"그러길 바래야지. 슬프다, 정말.",,
2,내가 집에 들어올 때마다 항상 꼬리를 치며 반겨주던 해피가 안 보이니까 정말로 허전해. 해피가 너무 보고 싶어.,,
2,내가 애써서 모아놓은 돈들을 아들이 모두 써버렸어. 너무 속상하다. 맞아. 아들이 미안한 기색도 없어서 환멸을 느껴.,,
2,내가 자는 동안에 비가 그렇게 많이 올 줄 어떻게 알았겠어. 난 재난문자도 못 받고 잠만 잤어.,,
2,여행도 가고 싶다. 그렇지만 혼자 가는 건 너무 싫어.,,
2,다들 결혼자금으로 일억 정도는 모아놨는데 난 뭐 하느라 이만큼밖에 못 모았는지 정말 후회돼. 남자친구가 내가 모은 돈 보고 뭐라고 생각할까 걱정돼.,,
2,회사에서 벌써 두 번이나 직무가 변경됐어. 이러다 보니 퇴직당한 선배들 생각나서 눈물이 나. 관두고 새로운 일을 해볼까 싶다가도 그럴 수 없는 상황에 괴로워.,,
2,나 남자친구랑 헤어졌어.,,
2,정말 비통하고 원통해. 미치겠어. 응. 우리 애가 학교폭력에 연루됐다네.,,
2,이번에도 승진에서 밀렸어. 후배들도 절반 이상 승진해 버리고. 여기서 포기하고 그만둬야 할까? 글쎄. 별생각도 떠오르지도 않고 돌파구도 없는 상황 같아. 우선 운동에 집중하면서 스트레스 조절부터 해야겠어.,,
2,응 술을 평소에 자주 드시는데 어제는 좀 많이 드셨네.,,
2,기획안을 내일까지 제출해야 해서 쉴 시간이 없어 아무래도 오늘 야근 해야 할 것 같아.,,
2,하는 일도 잘 안되고 기분도 다운되고.,,
2,좀 더 편안한 노후를 위해 투자했던 건데 다 잃어버렸어. 노후자금을 은행에 믿고 맡겼는데 원금도 못 찾는다더라.,,
2,슬럼프가 온 것 같애. 모든 일이 다 하기 싫어졌어.,,
2,나름대로 성실히 직장 생활하고 능력도 발휘했다고 생각하는데 몇 년째 승진 못 하고 있어. 뭔가 특별한 업적 같은 것이 부족했던 것 같아. 아니면 제대로 어필하지 못했거나.,,
2,박 씨가 노인정에서 영양제 먹는 걸 보니 좋아 보이던데 나도 그때 홈쇼핑에서 살걸. 후회되네. 난 늘 이렇게 기회를 놓치고서야 후회를 하곤 하는데 나 자신이 한심해.,,
2,이 회사가 이번 시즌 마지막 회사였어.,,
2,그 놈은 거의 매번 이러는 것 같아.,,
2,나는 그 사람과 결혼하고 싶은데 그 사람의 경제적 부족함으로 나와 결혼하는 것이 싫대. 그를 사랑하기 때문에 결혼하고 싶은 건데 눈물이 나고 너무 슬퍼. 우리 집은 꽤 부유한 편인데 남자친구는 가난한 편이라 그것으로 갈등해오다 결국에 결혼이라는 선택지에서 이렇게 되고 말았어.,,
2,"이제 두 달 정도 되었는데, 아직 많이 힘들어.",,
2,아빠가 어제 또 다쳤어.,,
2,작년보다 5배는 더 늘어난 거 같애.,,
2,나는 잘 하는게 하나도 없나봐.,,
2,어제 여자친구에게 갑자기 이별을 통보받았어. 나 지금 너무 슬퍼. 지금 너무 슬퍼서 아무 일도 손에 잡히지 않아.,,
2,두 달 지났는데 아직도 생각이 나.,,
2,내 아이디어라고 다 밝히고 일 못 하는 상사는 대가를 치르면 좋겠어. 응. 한두 번도 아닌데 이제는 진짜 환멸이 난다.,,
2,친한 친구가 학교폭력을 못이기고 전학간다해서 눈물이 날려구 해. 내가 학교폭력을 당하고 있는 친구를 많이 도와주지 못해 미안해서 슬프고 눈물이 나네.,,
2,2개월 정도 됐는데 아직도 자꾸 생각이 나.,,
2,이번에 배치받은 부서가 내가 하던 일과 달라. 회사에서 나를 내치려고 일부러 보낸 거 같아. 응. 그들은 회사가 나를 내쫓으려고 하진 않을 거라 하더라.,,
2,나이가 들면서 안 하던 기침을 시작하더니 요새는 기침 한번 잘못 하면 눈치를 받아 우울해. 마스크를 썼는데도 좁은 버스 안이면 다들 동시에 나를 이상하게 쳐다봐.,,
2,아니. 부모님도 모두 슬퍼하셔.,,
2,가족들은 아직 마음이 아파서 울고 있지.,,
2,부모님도 많이 슬퍼하고 계셔. 아. 너무 가슴이 아프다.,,
2,강아지가 나이가 많았어.,,
2,유기견 보호 센터를 찍은 거였는데 버려진 유기견들이 너무 많아서 더 이상 받을 수가 없대.,,
2,나는 잘하는게 없나봐.,,
2,그동안 일이 너무 많아서 1년만에 받은 휴가인데 비가 다 망쳤어.,,
2,그러니까. 경찰 분들도 힘들 것 같아.,,
2,요즘 너무너무 우울해.,,
2,요즘 여기저기 안 아픈 데가 없네. 일하기가 힘들 정도야. 관리를 안 하는 건 아니야. 그런데 나이가 들어가니까 아픈 데가 점점 많아져서 슬퍼. ,,
2,"다 떨어졌는데, 입맛도 없어, 지금은.",,
2,보호되는 시설 환경도 열악한가봐.,,
2,아 요즘 너무 우울해.,,
2,너무 속상하고 부모님께 죄송해서 집에 못들어가고 길거리를 돌아다니고 있어.,,
2,밀린 빚 때문에 너무 힘들어. 김 영감이 계속 빚을 갚으라고 독촉해. 맞아 김 영감에게도 미안하고 불안해.,,
2,컨디션이 괜찮은 날이 별로 없고 진행하고 있는 프로젝트가 잘 풀리지 않는 느낌이 들어.,,
2,따돌림이나 괴롭힘을 벗어날 방법은 없어. 그래서 슬퍼. 벗어날 방법을 찾고 싶어.,,
2,남자친구와 헤어졌어. 너무 슬퍼 이유도 기억 안 날 정도로 사소한 말다툼으로 시작했는데 결국 헤어지게 됐어.,,
2,찮아. 술 먹고 또 넘어졌어.,,
2,이 유행병은 어차피 백신도 없으니 못 고칠 것 같아. 백신이 나오기 어려운 상황이니 스스로 병에 걸리지 않도록 노력해야 해.,,
2,어제 진행하고 왔어.,,
2,은퇴 준비 중인데 마음이 슬프다. 응. 그렇지만 미래의 행복을 생각하며 기분 좋게 은퇴해야겠다.,,
2,병원이랑 통화하는 걸 몰래 들었는데 아내가 꽤 오랫동안 병원에 다녔어. 이렇게 섭섭하다니. 아내가 지병이 있었는데 내가 걱정할까 봐 나한테 숨겼나 봐.,,
2,오늘까지 내야 하는 기획안이라 아무래도 야근해야 될 지도 몰라.,,
2,동생이고 뭐고 다 부질없는 것 같아. 동생이 나 군대 간 사이에 내 기타를 팔았어. 동생 용돈도 주고 그랬는데 다 부질없다.,,
2,아무래도 내가 잘못 살아온 거 같아. 어려서부터 그저 연극이 너무 좋아서 거기에만 매달려 살았어. 다른 일 할 시간에 연습이나 더하고는 했어.,,
2,요즘 코로나 때문에 힘들다. 몸도 걱정이지만 정신적으로 더 힘들어. 점점 감정이 마비된 사람이 되는 것 같거든.,,
2,동생이랑 싸웠는데 엄마는 나만 혼내서 슬퍼. 나도 동생하고 잘 지내고 싶은데 그게 잘 안 돼.,,
2,응. 안그래도 가는 길에 이야기 할려고.,,
2,면접이 많이 어렵지 않았기 때문에 이번에는 합격할 거라고 생각했어.,,
2,내가 잘 못 살았나 싶어. 아내가 이혼하자고 하네. 정말 비통한 심정이야.,,
2,나는 잘하는 게 없나봐.,,
2,처음부터 다시 하라고 해서 나갈 시간 없을 거 같애.,,
2,너무 오래 앉아 있어서 그러는데 허리디스크인거 같아.,,
2,해피가 어제 세상을 떠났어.,,
2,나 너무 우울해.,,
2,밥 먹을 자격도 없어. 밥맛도 없고.,,
2,오늘은 좀 우울한 날이야. 남자 친구하고 싸웠어. 매번 같은 일로 싸우다 보니 헤어져야 하나 싶어서 눈물이 나.,,
2,내가 백수라서 데이트 비용을 여자 친구가 계산하는데 눈치가 보여. 내가 너무 한심해. 직장을 구하는 게 쉽지 않아. 여자 친구를 볼 낯이 없어.,,
2,애들이 어릴 때 많이 공감했어야 하는데 후회되네. 응. 애들한테 바빠서 신경을 많이 못 썼는데 다 크고 나니까 어색한 거 같아.,,
2,부모님이 걱정할까봐 말도 못하겠어. 마음이 너무 안좋다.,,
2,모르겠어. 너무 앉아있을 때 자세가 안 좋아서 그런가 봐.,,
2,이번 연애는 정말 끔찍한 경험이었어. 스토커처럼 집 앞에서 내가 오가는 걸 지켜보고 남자랑 연락만 해도 무슨 바람난 거처럼 추궁하는 거야!,,
2,내 친구가 다른 친구한테 맞았대. 그 이야기를 듣고 그 자리에 주저앉아 버렸었어. 둘 다 내 친구지만 그 둘은 서로 모르는 사이거든. 곤란한 상황이야.,,
2,나 면접 또 떨어졌어.,,
2,요즘 코로나로 인해 모든 자영업자들이 비통해하고 있어. 젊은 사람들도 취업이 안 돼서 힘들어해.,,
2,부모님이 나의 꿈을 반대하셔서 나를 사랑하지 않는 것 같아 슬퍼. 나는 공부를 열심히 해서 수의사가 되고 싶어.,,
2,부모님께서 내 의사는 하나도 물어보지 않으시고 갑자기 이혼하신대. 가족이 분열된다는 게 너무 충격적이고 나는 앞으로 어떻게 되는 건지 두렵고 무서워서 눈물이 나.,,
2,아무래도 내 자신이 너무 무기력해 진 것 같애. 아침에 일어나도 힘들고 회사 가서 일을 하는데도 손에 일이 잡히지 않아.,,
2,현장학습을 안 가고 싶은데 방법이 없을까? 애들이 날 따돌려. 현장학습까지 가서 혼자 다닐 걸 생각하면 벌써부터 눈물이 나.,,
2,그렇게 니가 말 안해줘도 알아. 내가 버릴 거야.,,
2,어. 크게 다치진 않았는데.,,
2,날 보살피던 간호사가 그만뒀어. 내가 모질게 대해서 그만둔 건 아닌지 걱정돼. 내가 아무리 쌀쌀맞게 대해도 웃으면서 대해줬던 간호사야. 더 잘해 줄 걸 후회돼.,,
2,아니. 부모님한테는 면접 본다는 이야기도 안했어. 혹시라도 잘못 될까봐. 이야기를 안하길 잘했네.,,
2,해피가 어제 세상을 떠났어.,,
2,엊그제 갑자기 의식을 잃어서 응급실에 데려갔는데 좀 괜찮아지나 싶더니 갑자기 떠나게 된 거야.,,
2,요새 매일 우울한 기분이 들어.,,
2,다 힘들고 어렵지 뭐. 잘 해결되었음 좋겠다.,,
2,두 달 지났는데도 아직 정리가 잘 안 돼.,,
2,슬픈 현실이지만 남들에게 굳이 잘 보이려고 애쓰는 것은 모두 부질없어. 내 속마음과 달리 무조건 남들에게 잘 보이려고 생각하면 내 영혼은 없어지는 느낌이야.,,
2,우울증인가봐. 아무것도 하기가 싫어.,,
2,나 면접에서 또 떨어졌어.,,
2,이 회사 들어올 때 정말 힘들게 들어왔어. 조금만 더 버텨보고.,,
2,아무리 이력서를 내도 서류에서 바로 탈락이야. 내 이력서에 문제가 있을까?,,
2,가정 상황이 여유롭지 않지만 아이를 위해서 해외 유학을 보냈거든. 해외 유명대학에 입학해서 대견하긴 했는데 부모의 뒷바라지를 모르더라고. 우리 부부의 노후 준비는 뒤로하고 아이한테 쏟아 부어준 건데 말이야.,,
2,어떻게 말씀드려야 될지 모르겠어.,,
2,그렇다고 밖에 나갈 수가 있나.,,
2,"오래 앉아있는 것도 오래 앉아있는 건데, 예전부터 허리 디스크가 좀 있었어.",,
2,다들 바쁘다는 핑계로 내 이야기는 들어 주질 않아.,,
2,오늘 가장 믿었던 친구에게 실망했어. 내가 그 친구에게만 말해줬던 일을 다른 사람에게 얘기했다고 들었어.  가장 믿었던 친구라서 얘기를 한 건데.,,
2,이제 두 달이 다 돼 가. 근데 마음이 정리가 되지를 않아.,,
2,과연 혼자보다 둘이 나을지 가끔은 궁금해. 혼자면 외로울 때도 있지만 결혼한 친구들 보면 과연 혼자보다 나을지 모르겠다고 생각했거든. 결혼해도 어차피 삶은 외로울 것이고 거기다 새로운 문제도 생길 것 같아.,,
2,나 결국 헤어졌어. ,,
2,마라톤 대회를 나갔는데 내 기록을 갱신한 거 있지? 너무 뿌듯해.,,
2,아직 밥 생각이 없어. 이따 저녁에 부모님 댁에 가서 같이 먹어야지. 말씀도 드리고.,,
2,일도 잘 안 되고 일도 하기 싫어지고 몸도 힘들어져!,,
2,내가 정신이 나갔는지 한 순간 욱해서 아내를 때렸어. 내 자신이 원망스럽네. 그럴 생각이 아니었는데 아내가 나를 자꾸 자극하는 바람에 내가 자제력을 잃었던 게 후회스러워.,,
2,내 친구가 죽었는데 장례식장을 못간게 후회되고 슬프네. 내일 친구 집에가서 유품 정리 도와주려고 해.,,
2,나는 잘하는 게 없나 봐.,,
2,딸이 고치기 어려운 자궁내막증에 걸렸다고 해서 너무 슬퍼. 나이도 젊은데 자궁내막증에 걸려서 더욱 당황스럽고 슬프다.,,
2,요즘 들어 엄마랑 자주 다퉈서 기운이 없어. 딱히 나쁜 사이는 아닌데 요즘 들어 엄마가 사사건건 참견이야.,,
2,생활비가 벌써 다 떨어졌어.,,
2,나도 그러고 싶은데 화장실에 창문이 없어.,,
2,그냥 화장해서 우리 집 앞에 나무에 묻어뒀어.,,
2,내가 노력한 만큼 인정 받는 날이 왔으면 좋겠어!,,
2,오랜만에 친구를 만났는데 너무 힘들어 보여서 내가 다 슬펐어. 많이 힘들어 보여서 무엇 때문에 힘들어 하는지 쉽게 물어보지도 못했어.,,
2,난 이 나이에 더 이상 친구는 필요 없다 생각해. 외롭긴 하지만 이 나이에 친구 만들어 뭐하겠어. 언제 떠날지도 모르는 사람들을.,,
2,코로나 때문에 나갈 일도 없고 일도 집에서 하잖아.,,
2,모르겠어 나도 이런 적 처음이라서 정전 됐나 봐.,,
2,"옛날부터 알고 있던 사이었는데, 사귀게 됐지.",,
2,"약속이 있어서 친구 기다리고 있는데, 아직 안 왔어.",,
2,나는 잘하는게 없나봐.,,
2,오랜만에 휴가를 냈는데 비가 너무 많이 와서 장마랑 태풍이 겹쳐가지구 나갈 수가 없어.,,
2,모두 슬퍼하고 계셔. 나도 마찬가지고.,,
2,우리 아빠가 어제 또 다쳤어. 너무 속상해!,,
2,맨날 싸우는 거 같아. 뭐가 그렇게 마음에 안드는지.,,
2,결국 남자친구랑 헤어졌어.,,
2,또 준비 해야 되겠지. 마지막으로.,,
2,시험 마지막 날인데 잘 못 본 것 같아. 많이 준비한 시험인데 우울해서 주저앉아 울었어. 매 시험마다 내게는 정말 중요한 관문인데 앞으로 어떻게 해야 할지 막막하고 우울해.,,
2,내가 너무 한심스러워. 믿었던 친구한테 돈 좀 빌려 달랬더니 거절하네.,,
2,요즘 엄마한테 자꾸 심하게 말이 나와서 마음에 걸려. 밤마다 생각나서 후회해. 코로나 때문에 계속 집에만 있어서 엄마랑 자꾸 부딪히는 것 같아.,,
2,올해는 외부에서 영입한 임원이 많다 보니 내부 승진하는 사람이 거의 없을 것 같아. 정말 기운 빠지는 일이야. 이해를 못 하는 건 아니라지만 그 정도가 너무 심한 것 같아 정말 실망감이나 허탈감이 커.,,
2,그 사람한테 받은 상처가 커서 금방 잊혀질 줄 알았는데 마음 정리가 정말 쉽지가 않아.,,
2,남편에게 이혼당하고 집도 뺏겼어. 돈이 없어 찜질방에서 생활하고 있으니 슬프고 비통해. 내 신세가 처량해서 잠도 안 오고 억울해서 너무 괴로워.,,
2,모르겠어. 일도 잘 안풀리고 만사 귀찮고 입맛도 없어.,,
2,해주고 싶은데 남들이 다 뭐라고 그러더라. 해피는 우리 가족인데.,,
2,돈 걱정 없이 하루만 마음 편안하게 지내보고 싶은데 그럴 수 없는 현실이 슬프네. 노후 준비를 끝내고 은퇴를 해야 했는데 마음 먹은 대로 할 수 없는 부분이라 아쉽네.,,
2,오늘까지 다시 해오라고 해서 일찍 퇴근할 수도 없어. 아무래도 야근해야 될 것 같애.,,
2,아직 말씀 못 드렸어.,,
2,남편 뒷바라지와 육아에 쏟아 붓는 내 인생이 불쌍해. 진정한 내 인생을 못 사는 것 같아서 슬퍼. 나도 하고 싶은 일이 있는데 가족 일만으로도 시간이 모자라.,,
2,나 새로 들어온 직원 때문에 걱정되는 일이 있어. 타부서에서 문제를 일으켜서 우리 부서로 인사 이동된 친구가 있는데  이 친구 성격이 좀 문제 있는 것 같아 걱정이야.,,
2,당연히 무섭지! 빨리 구조요청해.,,
2,여자친구와 헤어져서 정말 슬퍼. 내가 앞으로 다른 사람을 만날 수 있을까?,,
2,몰르겠어. 그냥 싸우다가 헤어진 거야.,,
